	Scarlet Begonias					
	Lazy Lightnin'					
	> Supplication					
	High Time					
	The Music Never Stopped					
II:	Eyes Of The World					
	> Drums					
	> Happiness Is Drumming					
	> Wharf Rat					
	> Dancin' In The Streets					
	> The Wheel					
	> Around & Around					
E:	Not Fade Away					
1976/06/29	Grateful Dead	Auditorium Theatre		Chicago	IL	
I:	Tennessee Jed					
	Cassidy					
	Peggy-O					
	Mama Tried					
	Mission In The Rain					
	Looks Like Rain					
	Brown-Eyed Women					
	Lazy Lightnin'					
	> Supplication					
	Row Jimmy					
	The Music Never Stopped					
	> Might As Well					
II:	Samson & Delilah					
	Candyman					
	Playin' In The Band					
	> The Wheel					
	> Playin' Reprise					
	St. Stephen					
	> Not Fade Away					
	> St. Stephen					
	> One More Saturday Night					
E:	U.S. Blues					
1976/07/12	Grateful Dead	Orpheum Theatre		San Francisco	CA	(last Minglewood Blues 4/29/71)
I:	The Music Never Stopped					
	Brown-Eyed Women					
	Cassidy					
	Tennessee Jed					
	Minglewood Blues					
	Candyman					
	Looks Like Rain					
	Row Jimmy					
	Lazy Lightnin'					
	> Supplication					
	Deal					
	Promised Land					
II:	Sugaree					
	Samson & Delilah					
	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	Dancin' In The Streets					
	> Wharf Rat					
	> Drums					
	> The Wheel					
	> Around & Around					
E:	U.S. Blues					
1976/07/13	Grateful Dead	Orpheum Theatre		San Francisco	CA	
I:	Mississippi Half-Step					
	Big River					
	Peggy-O					
	Cassidy					
	Crazy Fingers					
	> Let It Grow					
	> Drums					
	> Let It Grow					
	> Might As Well					
II:	The Music Never Stopped					
	It Must Have Been The Roses					
	Samson & Delilah					
	High Time					
	St. Stephen					
	> Not Fade Away					
	> St. Stephen					
	> Sugar Magnolia					
	> Stella Blue					
	> Sunshine Daydream					
E:	Dancin' In The Streets					
1976/07/14	Grateful Dead	Orpheum Theatre		San Francisco	CA	
I:	Promised Land					
	Sugaree					
	Minglewood Blues					
	Scarlet Begonias					
	Looks Like Rain					
	They Love Each Other					
	Mama Tried					
	Ship Of Fools					
	Playin' In The Band					
	> Drums					
	> The Wheel					
	> Playin' Reprise					
II:	Brown-Eyed Women					
	> Samson & Delilah					
	Friend Of The Devil					
	Let It Grow					
	> Eyes Of The World					
	> Wharf Rat					
	> The Other One					
	> The Music Never Stopped					
E:	Johnny B. Goode					
1976/07/16	Grateful Dead	Orpheum Theatre		San Francisco	CA	(portions released as Dave's Picks Bonus Disc 2016)
I:	Cold Rain & Snow					
	Cassidy					
	Deal					
	Mama Tried					
	Row Jimmy					
	Big River					
	Brown-Eyed Women					
	Looks Like Rain					
	Peggy-O					
	The Music Never Stopped					
	> Scarlet Begonias					
II:	Playin' In The Band					
	> Stronger Than Dirt					
	> Cosmic Charlie					
	> Samson & Delilah					
	> Spanish Jam					
	> Drums					
	> The Wheel					
	> Playin' Reprise					
	> Around & Around					
	High Time					
	Sugar Magnolia					
E:	U.S. Blues					
1976/07/17	Grateful Dead	Orpheum Theatre		San Francisco	CA	(released as Dave's Picks v. 18)
I:	Promised Land					
	Mississippi Half-Step					
	Mama Tried					
	Deal					
	Minglewood Blues					
	Peggy-O					
	Big River					
	Sugaree					
	Johnny B. Goode					
II:	Samson & Delilah					
	Comes A Time					
	> Drums					
	> The Other One					
	> Eyes Of The World					
	> The Other One					
	> Goin' Down The Road					
	> One More Saturday Night					
E:	U.S. Blues					
	Not Fade Away					
1976/07/18	Grateful Dead	Orpheum Theatre		San Francisco	CA	
I:	Mississippi Half-Step					
	Cassidy					
	Row Jimmy					
	Mama Tried					
	Scarlet Begonias					
	Looks Like Rain					
	Tennessee Jed					
	Minglewood Blues					
	Loser					
	The Music Never Stopped					
II:	Might As Well					
	Samson & Delilah					
	Candyman					
	Lazy Lightnin'					
	> Supplication					
	> Let It Grow					
	> Drums					
	> Let It Grow					
	> Wharf Rat					
	> Drums					
	> The Other One					
	> St. Stephen					
	> Not Fade Away					
	> St. Stephen					
	> The Wheel					
	> The Other One					
	> Stella Blue					
	Sugar Magnolia					
E:	Johnny B. Goode					
1976/08/02	Grateful Dead	Colt Park		Hartford	CT	
I:	Promised Land					
	Mississippi Half-Step					
	Mama Tried					
	Deal					
	Cassidy					
	Tennessee Jed					
	Big River					
	Brown-Eyed Women					
	Minglewood Blues					
	They Love Each Other					
	Looks Like Rain					
	Loser					
	Lazy Lightnin'					
	> Supplication					
II:	Might As Well					
	> Samson & Delilah					
	Candyman					
	Playin' In The Band					
	> Wharf Rat					
	> Drums					
	> Goin' Down The Road					
	> Playin' Reprise					
	> Around & Around					
E:	U.S. Blues					
	Sugar Magnolia					
1976/08/04	Grateful Dead	Roosevelt Stadium		Jersey City	NJ	(rescheduled from 7/2)
I:	Sugaree					
	Minglewood Blues					
	Row Jimmy					
	Big River					
	Loser					
	Looks Like Rain					
	They Love Each Other					
	> The Music Never Stopped					
	Scarlet Begonias					
II:	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	> Dancin' In The Streets					
	> The Wheel					
	> Samson & Delilah					
	It Must Have Been The Roses					
	Not Fade Away					
	> Drums					
	> The Other One					
	> Ship Of Fools					
	Sugar Magnolia					
E:	Johnny B. Goode					
1976/09/23	Grateful Dead	Cameron Indoor Stadium	Duke University	Durham	NC	
I:	Mississippi Half-Step					
	Minglewood Blues					
	Ramble On Rose					
	Cassidy					
	Brown-Eyed Women					
	Lazy Lightnin'					
	> Supplication					
	Crazy Fingers					
	> El Paso					
	It Must Have Been The Roses					
	The Music Never Stopped					
II:	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	Looks Like Rain					
	Eyes Of The World					
	> Samson & Delilah					
	High Time					
	Dancin' In The Streets					
	> Wharf Rat					
	> Drums					
	> The Other One					
	> Morning Dew					
1976/09/24	Grateful Dead	William and Mary Hall	College of William and Mary	Williamsburg	VA	(released as Dave's Picks v. 4)
I:	Promised Land					
	Deal					
	Cassidy					
	Sugaree					
	Looks Like Rain					
	Row Jimmy					
	Big River					
	Tennessee Jed					
	Playin' In The Band					
	> Supplication					
	> Playin' Reprise					
II:	Might As Well					
	Samson & Delilah					
	Loser					
	Minglewood Blues					
	Help On The Way					
	> Slipknot					
	> Drums					
	> Franklin's Tower					
	> The Music Never Stopped					
	> Stella Blue					
	> Around & Around					
E:	U.S. Blues					
1976/09/25	Grateful Dead	Capital Centre		Landover	MD	(final performance of Cosmic Charlie; released as Dick's Picks v. 20)
I:	Bertha					
	Minglewood Blues					
	Ramble On Rose					
	Cassidy					
	Brown-Eyed Women					
	Mama Tried					
	Peggy-O					
	It's All Over Now					
	Loser					
	Let It Grow					
	Sugaree					
II:	Lazy Lightnin'					
	> Supplication					
	Mississippi Half-Step					
	Dancin' In The Streets					
	> Cosmic Charlie					
	Scarlet Begonias					
	St. Stephen					
	> Not Fade Away					
	> Drums					
	> St. Stephen					
	> Sugar Magnolia					
1976/09/27	Grateful Dead	Community War Memorial		Rochester	NY	
I:	Promised Land					
	They Love Each Other					
	El Paso					
	Deal					
	Looks Like Rain					
	Row Jimmy					
	It's All Over Now					
	Loser					
	Lazy Lightnin'					
	> Supplication					
	Brown-Eyed Women					
	The Music Never Stopped					
II:	Might As Well					
	Samson & Delilah					
	Help On The Way					
	> Slipknot					
	> Drums					
	> The Other One					
	> Wharf Rat					
	> Slipknot					
	> Franklin's Tower					
	> Around & Around					
E:	U.S. Blues					
1976/09/28	Grateful Dead	Onondaga War Memorial Auditorium		Syracuse	NY	(released as Dick's Picks v. 20)
I:	Cold Rain & Snow					
	Big River					
	Bertha					
	Cassidy					
	Tennessee Jed					
	Minglewood Blues					
	Candyman					
	It's All Over Now					
	Friend Of The Devil					
	Let It Grow					
	> Goin' Down The Road					
II:	Playin' In The Band					
	> The Wheel					
	> Samson & Delilah					
	> Jam					
	> Comes A Time					
	> Drums					
	> Eyes Of The World					
	> Dancin' In The Streets					
	> Playin' Reprise					
E:	Johnny B. Goode					
1976/09/30	Grateful Dead	St. John Arena	Ohio State University	Columbus	OH	(last Crazy Fingers until 7/18/82)
I:	The Music Never Stopped					
	Sugaree					
	Minglewood Blues					
	Ramble On Rose					
	Looks Like Rain					
	Peggy-O					
	El Paso					
	Crazy Fingers					
	> It's All Over Now					
	Scarlet Begonias					
II:	Lazy Lightnin'					
	> Supplication					
	It Must Have Been The Roses					
	Samson & Delilah					
	St. Stephen					
	> Not Fade Away					
	> Drums					
	> Wharf Rat					
	> Not Fade Away					
	> St. Stephen					
	> Around & Around					
E:	Morning Dew					
1976/10/01	Grateful Dead	Market Square Arena		Indianapolis	IN	
I:	Bertha					
	Mama Tried					
	Deal					
	Cassidy					
	Friend Of The Devil					
	Big River					
	Brown-Eyed Women					
	It's All Over Now					
	Scarlet Begonias					
	Promised Land					
II:	Might As Well					
	Samson & Delilah					
	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	Dancin' In The Streets					
	> Drums					
	> The Wheel					
	> Ship Of Fools					
	> Dancin' In The Streets					
	> Goin' Down The Road					
	> One More Saturday Night					
E:	U.S. Blues					
1976/10/02	Grateful Dead	Riverfront Coliseum		Cincinnati	OH	(released as Dave's Picks v. 53)
I:	Promised Land					
	They Love Each Other					
	Minglewood Blues					
	Row Jimmy					
	El Paso					
	Tennessee Jed					
	It's All Over Now					
	Brown-Eyed Women					
	Let It Grow					
	Might As Well					
II:	The Music Never Stopped					
	Candyman					
	Samson & Delilah					
	It Must Have Been The Roses					
	Big River					
	Friend Of The Devil					
	Dancin' In The Streets					
	> Drums					
	> The Other One					
	> Stella Blue					
	> The Other One					
	> Sugar Magnolia					
1976/10/03	Grateful Dead	Cobo Arena		Detroit	MI	(last Good Lovin' 10/20/74; released as part of 30 Trips Around The Sun)
I:	Sugaree					
	Minglewood Blues					
	Ramble On Rose					
	Looks Like Rain					
	Loser					
	El Paso					
	Scarlet Begonias					
	The Music Never Stopped					
II:	Samson & Delilah					
	It Must Have Been The Roses					
	Playin' In The Band					
	> Drums					
	> The Wheel					
	> Good Lovin'					
	> Jam					
	> Comes A Time					
	> Dancin' In The Streets					
	> Not Fade Away					
	> Dancin' In The Streets					
	> Around & Around					
1976/10/09	Grateful Dead	Oakland Coliseum Stadium		Oakland	CA	(opened for The Who; released as Dick's Picks v. 33)
I:	Promised Land					
	Mississippi Half-Step					
	Cassidy					
	Tennessee Jed					
	Looks Like Rain					
	They Love Each Other					
	Minglewood Blues					
	Scarlet Begonias					
	Lazy Lightnin'					
	> Supplication					
	Sugaree					
II:	St. Stephen					
	> Not Fade Away					
	> St. Stephen					
	> Help On The Way					
	> Slipknot					
	> Drums					
	> Samson & Delilah					
	> Slipknot					
	> Franklin's Tower					
	> One More Saturday Night					
E:	U.S. Blues					
1976/10/10	Grateful Dead	Oakland Coliseum Stadium		Oakland	CA	(opened for The Who; released as Dick's Picks v. 33)
I:	Might As Well					
	Mama Tried					
	Ramble On Rose					
	Cassidy					
	Deal					
	El Paso					
	Loser					
	Promised Land					
	Friend Of The Devil					
	Dancin' In The Streets					
	> Wharf Rat					
	> Dancin' In The Streets					
II:	Samson & Delilah					
	Brown-Eyed Women					
	Playin' In The Band					
	> Drums					
	> The Wheel					
	> Jam					
	> The Other One					
	> Stella Blue					
	> Playin' Reprise					
	> Sugar Magnolia					
E:	Johnny B. Goode					
1976/10/14	Grateful Dead	Shrine Auditorium		Los Angeles	CA	
I:	Promised Land					
	They Love Each Other					
	Cassidy					
	Peggy-O					
	Big River					
	Ramble On Rose					
	Looks Like Rain					
	Deal					
	El Paso					
	Tennessee Jed					
	The Music Never Stopped					
	Scarlet Begonias					
II:	Minglewood Blues					
	Mississippi Half-Step					
	Samson & Delilah					
	Ship Of Fools					
	Dancin' In The Streets					
	> Wharf Rat					
	> Dancin' In The Streets					
	> Around & Around					
E:	Johnny B. Goode					
1976/10/15	Grateful Dead	Shrine Auditorium		Los Angeles	CA	
I:	Might As Well					
	Mama Tried					
	Row Jimmy					
	It's All Over Now					
	Loser					
	Minglewood Blues					
	Bertha					
	Lazy Lightnin'					
	> Supplication					
	Sugaree					
	Promised Land					
II:	Eyes Of The World					
	> The Music Never Stopped					
	It Must Have Been The Roses					
	Samson & Delilah					
	He's Gone					
	> Drums					
	> The Other One					
	> Comes A Time					
	> Franklin's Tower					
	> Sugar Magnolia					
1976/12/31	Grateful Dead	Cow Palace		Daly City	CA	(released as Live At The Cow Palace)
I:	Promised Land					
	Bertha					
	Mama Tried					
	They Love Each Other					
	Looks Like Rain					
	Deal					
	Playin' In The Band					
II:	Sugar Magnolia					
	> Eyes Of The World					
	> Wharf Rat					
	> Drums					
	> Good Lovin'					
	> Samson & Delilah					
	Scarlet Begonias					
	Around & Around					
	> Help On The Way					
	> Slipknot					
	> Drums					
	> Not Fade Away					
	> Morning Dew					
E:	One More Saturday Night					
	Uncle John's Band					
	> And We Bid You Goodnight					
1977/02/26	Grateful Dead	Swing Auditorium		San Bernardino	CA	(first Terrapin Station, Estimated Prophet; released as Dave's Picks v. 29)
I:	Terrapin Station					
	Minglewood Blues					
	They Love Each Other					
	Estimated Prophet					
	Sugaree					
	Mama Tried					
	Deal					
	Playin' In The Band					
	> The Wheel					
	> Playin' Reprise					
II:	Samson & Delilah					
	Tennessee Jed					
	The Music Never Stopped					
	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	Promised Land					
	Eyes Of The World					
	> Dancin' In The Streets					
	> Around & Around					
E:	U.S. Blues					
1977/02/27	Grateful Dead	Robertson Gym	University of California	Santa Barbara	CA	
I:	Minglewood Blues					
	Loser					
	El Paso					
	Ramble On Rose					
	Estimated Prophet					
	Peggy-O					
	Good Lovin'					
	Mississippi Half-Step					
	The Music Never Stopped					
	Scarlet Begonias					
II:	Samson & Delilah					
	St. Stephen					
	> Not Fade Away					
	> Drums					
	> Terrapin Station					
	> Morning Dew					
	Sugar Magnolia					
E:	Johnny B. Goode					
1977/03/18	Grateful Dead	Winterland Arena		San Francisco	CA	(first Fire On The Mountain)
I:	Promised Land					
	Mississippi Half-Step					
	It's All Over Now					
	Sugaree					
	Minglewood Blues					
	Peggy-O					
	Cassidy					
	Scarlet Begonias					
	> Fire On The Mountain					
II:	Samson & Delilah					
	Brown-Eyed Women					
	Good Lovin'					
	Ship Of Fools					
	Estimated Prophet					
	Terrapin Station					
	> L'Alhambra					
	> Drums					
	> Not Fade Away					
	> St. Stephen					
	> Around & Around					
E:	Uncle John's Band					
1977/03/19	Grateful Dead	Winterland Arena		San Francisco	CA	
I:	Bertha					
	Mama Tried					
	Loser					
	Big River					
	They Love Each Other					
	Looks Like Rain					
	Tennessee Jed					
	Estimated Prophet					
	Terrapin Station					
	> Playin' In The Band					
	> Samson & Delilah					
	> Playin' Reprise					
II:	Eyes Of The World					
	> Dancin' In The Streets					
	> Wharf Rat					
	> Franklin's Tower					
	> Sugar Magnolia					
E:	One More Saturday Night					
	Uncle John's Band					
1977/03/20	Grateful Dead	Winterland Arena		San Francisco	CA	
I:	Minglewood Blues					
	Ramble On Rose					
	El Paso					
	Deal					
	Cassidy					
	Peggy-O					
	Beat It On Down The Line					
	Brown-Eyed Women					
	Estimated Prophet					
	Scarlet Begonias					
II:	Samson & Delilah					
	Row Jimmy					
	Promised Land					
	St. Stephen					
	> The Other One					
	> Stella Blue					
	Around & Around					
E:	U.S. Blues					
	Terrapin Station					
1977/04/22	Grateful Dead	The Spectrum		Philadelphia	PA	
I:	Promised Land					
	Mississippi Half-Step					
	Looks Like Rain					
	Deal					
	El Paso					
	Tennessee Jed					
	Estimated Prophet					
	Peggy-O					
	Playin' In The Band					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Samson & Delilah					
	It Must Have Been The Roses					
	Dancin' In The Streets					
	> Got My Mojo Working					
	> Dancin' In The Streets					
	> The Wheel					
	> Terrapin Station					
1977/04/23	Grateful Dead	Springfield Civic Center		Springfield	MA	
I:	Sugaree					
	Cassidy					
	Loser					
	Minglewood Blues					
	Row Jimmy					
	Me & My Uncle					
	Ramble On Rose					
	It's All Over Now					
	Scarlet Begonias					
	> Fire On The Mountain					
II:	Estimated Prophet					
	Bertha					
	The Music Never Stopped					
	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	> Around & Around					
	> Goin' Down The Road					
	> Not Fade Away					
E:	One More Saturday Night					
1977/04/25	Grateful Dead	Capitol Theatre		Passaic	NJ	(released as Capitol Theatre, Passaic, NJ, 4/25/77; also released as part of 30 Trips Around The Sun)
I:	Minglewood Blues					
	Deal					
	Mama Tried					
	They Love Each Other					
	Looks Like Rain					
	Peggy-O					
	Lazy Lightnin'					
	> Supplication					
	Ship Of Fools					
	Estimated Prophet					
	Brown-Eyed Women					
	The Music Never Stopped					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Samson & Delilah					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Wharf Rat					
	> Playin' Reprise					
E:	U.S. Blues					
1977/04/26	Grateful Dead	Capitol Theatre		Passaic	NJ	
I:	Bertha					
	Me & My Uncle					
	It Must Have Been The Roses					
	Cassidy					
	Tennessee Jed					
	Big River					
	Friend Of The Devil					
	Estimated Prophet					
	Deal					
II:	Good Lovin'					
	Mississippi Half-Step					
	Dancin' In The Streets					
	> Eyes Of The World					
	> Samson & Delilah					
	Stella Blue					
	Sugar Magnolia					
1977/04/27	Grateful Dead	Capitol Theatre		Passaic	NJ	
I:	Promised Land					
	Mississippi Half-Step					
	Looks Like Rain					
	Sugaree					
	El Paso					
	Row Jimmy					
	Minglewood Blues					
	Loser					
	The Music Never Stopped					
II:	Estimated Prophet					
	Scarlet Begonias					
	> Fire On The Mountain					
	> Good Lovin'					
	Ramble On Rose					
	Samson & Delilah					
	Terrapin Station					
	> Morning Dew					
E:	Johnny B. Goode					
1977/04/29	Grateful Dead	The Palladium		New York	NY	(portions released as Download Series v. 1)
I:	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	Minglewood Blues					
	Tennessee Jed					
	Cassidy					
	They Love Each Other					
	Big River					
	Loser					
	The Music Never Stopped					
II:	Samson & Delilah					
	Sugaree					
	> El Paso					
	Brown-Eyed Women					
	Estimated Prophet					
	Scarlet Begonias					
	> Goin' Down The Road					
	> Not Fade Away Jam					
	> Drums					
	> The Wheel					
	> Wharf Rat					
	> Around & Around					
E:	Uncle John's Band					
1977/04/30	Grateful Dead	The Palladium		New York	NY	(released as Download Series v. 1)
I:	The Music Never Stopped					
	Bertha					
	It's All Over Now					
	Deal					
	Mama Tried					
	> Me & My Uncle					
	Peggy-O					
	Looks Like Rain					
	Mississippi Half-Step					
	Promised Land					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	> Good Lovin'					
	Friend Of The Devil					
	Estimated Prophet					
	St. Stephen					
	> Not Fade Away					
	> Stella Blue					
	> St. Stephen					
	> One More Saturday Night					
E:	Terrapin Station					
1977/05/01	Grateful Dead	The Palladium		New York	NY	(first Sunrise; last Brokedown Palace 10/20/74)
I:	Might As Well					
	El Paso					
	Ramble On Rose					
	Cassidy					
	They Love Each Other					
	Lazy Lightnin'					
	> Supplication					
	It Must Have Been The Roses					
	Estimated Prophet					
	Tennessee Jed					
	Sunrise					
	Samson & Delilah					
II:	Dancin' In The Streets					
	> Brown-Eyed Women					
	Playin' In The Band					
	> Drums					
	> The Other One					
	> Comes A Time					
	> Playin' Reprise					
E:	Brokedown Palace					
1977/05/03	Grateful Dead	The Palladium		New York	NY	(last Jack Straw 10/20/74; released as Dave's Picks v. 50)
I:	Promised Land					
	Bertha					
	Me & My Uncle					
	Peggy-O					
	Jack Straw					
	Row Jimmy					
	Lazy Lightnin'					
	> Supplication					
	Deal					
	Good Lovin'					
	Ship Of Fools					
	The Music Never Stopped					
II:	Might As Well					
	Estimated Prophet					
	Sugaree					
	Samson & Delilah					
	Friend Of The Devil					
	Eyes Of The World					
	> Wharf Rat					
	> Not Fade Away					
	> Around & Around					
E:	Uncle John's Band					
1977/05/04	Grateful Dead	The Palladium		New York	NY	
I:	Mississippi Half-Step					
	> Big River					
	They Love Each Other					
	Minglewood Blues					
	It Must Have Been The Roses					
	Cassidy					
	Deal					
	Looks Like Rain					
	Brown-Eyed Women					
	Dancin' In The Streets					
II:	Estimated Prophet					
	Scarlet Begonias					
	> Fire On The Mountain					
	Terrapin Station					
	> Playin' In The Band					
	> Comes A Time					
	> Playin' Reprise					
1977/05/05	Grateful Dead	Veterans Memorial Coliseum		New Haven	CT	(released as May 1977: Get Shown The Light)
I:	Promised Land					
	Sugaree					
	Mama Tried					
	> El Paso					
	Tennessee Jed					
	Looks Like Rain					
	Deal					
	Lazy Lightnin'					
	> Supplication					
	Peggy-O					
	The Music Never Stopped					
II:	Bertha					
	Estimated Prophet					
	Scarlet Begonias					
	> Fire On The Mountain					
	> Good Lovin'					
	St. Stephen					
	> Sugar Magnolia					
E:	Johnny B. Goode					
1977/05/07	Grateful Dead	Boston Garden		Boston	MA	(released as May 1977: Get Shown The Light)
I:	Bertha					
	Cassidy					
	Deal					
	Jack Straw					
	Peggy-O					
	Minglewood Blues					
	Mississippi Half-Step					
	> Big River					
	Tennessee Jed					
	The Music Never Stopped					
II:	Terrapin Station					
	> Samson & Delilah					
	Friend Of The Devil					
	Estimated Prophet					
	Eyes Of The World					
	> Drums					
	> The Wheel					
	> Wharf Rat					
	> Around & Around					
E:	U.S. Blues					
1977/05/08	Grateful Dead	Barton Hall	Cornell University	Ithaca	NY	(released as May 1977: Get Shown The Light and Cornell 5/8/77)
I:	Minglewood Blues					
	Loser					
	El Paso					
	They Love Each Other					
	Jack Straw					
	Deal					
	Lazy Lightnin'					
	> Supplication					
	Brown-Eyed Women					
	Mama Tried					
	Row Jimmy					
	Dancin' In The Streets					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Estimated Prophet					
	St. Stephen					
	> Not Fade Away					
	> St. Stephen					
	> Morning Dew					
E:	One More Saturday Night					
1977/05/09	Grateful Dead	Buffalo Memorial Auditorium		Buffalo	NY	(released as May 1977: Get Shown The Light and Buffalo 5/9/77)
I:	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	Cassidy					
	Brown-Eyed Women					
	Mexicali Blues					
	Tennessee Jed					
	Big River					
	Peggy-O					
	Sunrise					
	The Music Never Stopped					
II:	Bertha					
	> Good Lovin'					
	Ship Of Fools					
	Estimated Prophet					
	> The Other One					
	> Drums					
	> Not Fade Away					
	> Comes A Time					
	> Sugar Magnolia					
E:	Uncle John's Band					
1977/05/11	Grateful Dead	St. Paul Civic Center		St. Paul	MN	(released as May 1977 Box Set)
I:	Promised Land					
	They Love Each Other					
	Big River					
	Loser					
	Looks Like Rain					
	Ramble On Rose					
	Jack Straw					
	Peggy-O					
	El Paso					
	Deal					
	Lazy Lightnin'					
	> Supplication					
	Sugaree					
II:	Samson & Delilah					
	Brown-Eyed Women					
	Estimated Prophet					
	Scarlet Begonias					
	> Fire On The Mountain					
	> Good Lovin'					
	Uncle John's Band					
	> Space					
	> Wharf Rat					
	> Around & Around					
E:	Brokedown Palace					
1977/05/12	Grateful Dead	Auditorium Theatre		Chicago	IL	(released as May 1977 Box Set; portions also released as a bonus disc to Winterland June 1977: The Complete Recordings)
I:	Bertha					
	Me & My Uncle					
	Tennessee Jed					
	Cassidy					
	Peggy-O					
	Jack Straw					
	They Love Each Other					
	Minglewood Blues					
	Mississippi Half-Step					
	> Dancin' in The Streets					
II:	Samson & Delilah					
	Brown-Eyed Women					
	Estimated Prophet					
	Sunrise					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Not Fade Away					
	> Comes A Time					
	> Playin' Reprise					
E:	Johnny B. Goode					
1977/05/13	Grateful Dead	Auditorium Theatre		Chicago	IL	(first Jack-A-Roe; released as May 1977 Box Set)
I:	The Music Never Stopped					
	Ramble On Rose					
	Cassidy					
	Brown-Eyed Women					
	Minglewood Blues					
	Friend Of The Devil					
	El Paso					
	Jack-A-Roe					
	Looks Like Rain					
	Scarlet Begonias					
	> Fire On The Mountain					
II:	Samson & Delilah					
	> Bertha					
	Estimated Prophet					
	> Drums					
	> The Other One					
	> Stella Blue					
	> Goin' Down The Road					
	> One More Saturday Night					
E:	U.S. Blues					
1977/05/15	Grateful Dead	St. Louis Arena		St. Louis	MO	(first Passenger, Iko Iko; released as May 1977 Box Set)
I:	Bertha					
	> Good Lovin'					
	Row Jimmy					
	Minglewood Blues					
	Tennessee Jed					
	Lazy Lightnin'					
	> Supplication					
	Jack-A-Roe					
	Passenger					
	Brown-Eyed Women					
	Dancin' In The Streets					
II:	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Samson & Delilah					
	Ship Of Fools					
	St. Stephen					
	> Iko Iko					
	> Not Fade Away					
	> Sugar Magnolia					
E:	Uncle John's Band					
1977/05/17	Grateful Dead	Memorial Coliseum		Tuscaloosa	AL	(rescheduled from 4/18; released as May 1977 Box Set)
I:	Minglewood Blues					
	Mississippi Half-Step					
	> El Paso					
	They Love Each Other					
	Jack Straw					
	Jack-A-Roe					
	Looks Like Rain					
	Tennessee Jed					
	Passenger					
	High Time					
	Big River					
	Sunrise					
	Scarlet Begonias					
	> Fire On The Mountain					
II:	Samson & Delilah					
	> Bertha					
	> Good Lovin'					
	Brown-Eyed Women					
	Estimated Prophet					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Wharf Rat					
	> Playin' Reprise					
E:	Sugar Magnolia					
1977/05/18	Grateful Dead	Fox Theatre		Atlanta	GA	(rescheduled from 4/19)
I:	Deal					
	Cassidy					
	Jack-A-Roe					
	Mexicali Blues					
	Friend Of The Devil					
	Minglewood Blues					
	It Must Have Been The Roses					
	Lazy Lightnin'					
	> Supplication					
	High Time					
	The Music Never Stopped					
II:	Jack Straw					
	Ship Of Fools					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> The Other One					
	> Stella Blue					
	> Around & Around					
E:	Brokedown Palace					
1977/05/19	Grateful Dead	Fox Theatre		Atlanta	GA	(last China Doll 10/19/74; rescheduled from 4/20; released as Dick's Picks v. 29)
I:	Promised Land					
	Sugaree					
	> El Paso					
	Peggy-O					
	Looks Like Rain					
	Row Jimmy					
	Passenger					
	Loser					
	Dancin' In The Streets					
II:	Samson & Delilah					
	Ramble On Rose					
	Estimated Prophet					
	Terrapin Station					
	> Playin' In The Band					
	> Uncle John's Band					
	> Drums					
	> The Wheel					
	> China Doll					
	> Playin' Reprise					
1977/05/21	Grateful Dead	Lakeland Civic Center		Lakeland	FL	(rescheduled from 4/15; released as Dick's Picks v. 29)
I:	Bertha					
	Me & My Uncle					
	They Love Each Other					
	Cassidy					
	Jack-A-Roe					
	Jack Straw					
	Tennessee Jed					
	Minglewood Blues					
	Row Jimmy					
	Passenger					
	Scarlet Begonias					
	> Fire On The Mountain					
II:	Samson & Delilah					
	Brown-Eyed Women					
	Estimated Prophet					
	> He's Gone					
	> Drums					
	> The Other One					
	> Comes A Time					
	> St. Stephen					
	> Not Fade Away					
	> St. Stephen					
	> One More Saturday Night					
E:	U.S. Blues					
1977/05/22	Grateful Dead	Sportatorium		Pembroke Pines	FL	(rescheduled from 4/16; portions released as Dick's Picks v. 3)
I:	The Music Never Stopped					
	Sugaree					
	El Paso					
	Peggy-O					
	Minglewood Blues					
	Friend Of The Devil					
	Lazy Lightnin'					
	> Supplication					
	Ramble On Rose					
	Dancin' in The Streets					
II:	Help On The Way					
	> Slipknot					
	> Franklin's Tower					
	Samson & Delilah					
	Brown-Eyed Women					
	Good Lovin'					
	Sunrise					
	Estimated Prophet					
	> Eyes Of The World					
	> Wharf Rat					
	> Terrapin Station					
	> Morning Dew					
E:	Sugar Magnolia					
1977/05/25	Grateful Dead	The Mosque		Richmond	VA	(released as Dave's Picks v. 1)
I:	Mississippi Half-Step					
	Jack Straw					
	They Love Each Other					
